oktmo,name,year,socialaidcenterscap
1601000,Алейский муниципальный район,2006,110.0
1601000,Алейский муниципальный район,2007,65.0
1601000,Алейский муниципальный район,2008,65.0
1601000,Алейский муниципальный район,2009,65.0
1601000,Алейский муниципальный район,2010,65.0
1601000,Алейский муниципальный район,2011,65.0
1601000,Алейский муниципальный район,2012,65.0
1601000,Алейский муниципальный район,2013,90.0
1601000,Алейский муниципальный район,2014,101.0
1601000,Алейский муниципальный район,2015,94.0
1601000,Алейский муниципальный район,2016,95.0
1601000,Алейский муниципальный район,2017,102.0
1601417,Боровской сельсовет,2006,10.0
1601420,Дружбинский сельсовет,2006,35.0
1601420,Дружбинский сельсовет,2007,35.0
1601420,Дружбинский сельсовет,2008,35.0
1601420,Дружбинский сельсовет,2009,35.0
1601420,Дружбинский сельсовет,2010,35.0
1601420,Дружбинский сельсовет,2011,35.0
1601420,Дружбинский сельсовет,2012,35.0
1601420,Дружбинский сельсовет,2013,60.0
1601420,Дружбинский сельсовет,2014,71.0
1601420,Дружбинский сельсовет,2015,66.0
1601420,Дружбинский сельсовет,2016,69.0
1601420,Дружбинский сельсовет,2017,73.0
1601438,Кировский сельсовет,2006,30.0
1601438,Кировский сельсовет,2007,30.0
1601438,Кировский сельсовет,2008,30.0
1601438,Кировский сельсовет,2009,30.0
1601438,Кировский сельсовет,2010,30.0
1601438,Кировский сельсовет,2011,30.0
1601438,Кировский сельсовет,2012,30.0
1601438,Кировский сельсовет,2013,30.0
1601438,Кировский сельсовет,2014,30.0
1601438,Кировский сельсовет,2015,28.0
1601438,Кировский сельсовет,2016,26.0
1601438,Кировский сельсовет,2017,29.0
1601464,Моховской сельсовет,2006,10.0
1601468,Осколковский сельсовет,2006,10.0
1601473,Плотавский сельсовет,2006,15.0
1602000,Алтайский муниципальный район,2006,30.0
1602000,Алтайский муниципальный район,2007,55.0
1602000,Алтайский муниципальный район,2008,55.0
1602000,Алтайский муниципальный район,2009,55.0
1602000,Алтайский муниципальный район,2010,55.0
1602000,Алтайский муниципальный район,2011,55.0
1602000,Алтайский муниципальный район,2012,55.0
1602000,Алтайский муниципальный район,2013,55.0
1602000,Алтайский муниципальный район,2014,55.0
1602000,Алтайский муниципальный район,2015,47.0
1602000,Алтайский муниципальный район,2016,50.0
1602000,Алтайский муниципальный район,2017,51.0
1602407,Алтайский сельсовет,2006,30.0
1602407,Алтайский сельсовет,2007,55.0
1602407,Алтайский сельсовет,2008,55.0
1602407,Алтайский сельсовет,2009,55.0
1602407,Алтайский сельсовет,2010,55.0
1602407,Алтайский сельсовет,2011,55.0
1602407,Алтайский сельсовет,2012,55.0
1602407,Алтайский сельсовет,2013,55.0
1602407,Алтайский сельсовет,2014,55.0
1602407,Алтайский сельсовет,2015,47.0
1602407,Алтайский сельсовет,2016,50.0
1602407,Алтайский сельсовет,2017,51.0
1604000,Бийский муниципальный район,2006,20.0
1604000,Бийский муниципальный район,2008,20.0
1604000,Бийский муниципальный район,2009,20.0
1604000,Бийский муниципальный район,2010,20.0
1604000,Бийский муниципальный район,2011,20.0
1604000,Бийский муниципальный район,2012,20.0
1604464,Новиковский сельсовет,2006,20.0
1604464,Новиковский сельсовет,2008,20.0
1604464,Новиковский сельсовет,2009,20.0
1604464,Новиковский сельсовет,2010,20.0
1604464,Новиковский сельсовет,2011,20.0
1604464,Новиковский сельсовет,2012,20.0
1605000,Благовещенский муниципальный район,2006,82.0
1605000,Благовещенский муниципальный район,2007,82.0
1605000,Благовещенский муниципальный район,2008,62.0
1605000,Благовещенский муниципальный район,2009,75.0
1605000,Благовещенский муниципальный район,2010,75.0
1605000,Благовещенский муниципальный район,2011,75.0
1605000,Благовещенский муниципальный район,2012,75.0
1605000,Благовещенский муниципальный район,2013,75.0
1605000,Благовещенский муниципальный район,2014,75.0
1605000,Благовещенский муниципальный район,2015,75.0
1605000,Благовещенский муниципальный район,2016,79.0
1605000,Благовещенский муниципальный район,2017,113.0
1605151,Благовещенский поссовет,2006,50.0
1605151,Благовещенский поссовет,2007,50.0
1605151,Благовещенский поссовет,2008,30.0
1605151,Благовещенский поссовет,2009,30.0
1605151,Благовещенский поссовет,2010,30.0
1605151,Благовещенский поссовет,2011,30.0
1605151,Благовещенский поссовет,2012,30.0
1605151,Благовещенский поссовет,2013,30.0
1605151,Благовещенский поссовет,2014,30.0
1605151,Благовещенский поссовет,2015,30.0
1605151,Благовещенский поссовет,2016,34.0
1605151,Благовещенский поссовет,2017,68.0
1605494,Яготинский сельсовет,2006,32.0
1605494,Яготинский сельсовет,2007,32.0
1605494,Яготинский сельсовет,2008,32.0
1605494,Яготинский сельсовет,2009,45.0
1605494,Яготинский сельсовет,2010,45.0
1605494,Яготинский сельсовет,2011,45.0
1605494,Яготинский сельсовет,2012,45.0
1605494,Яготинский сельсовет,2013,45.0
1605494,Яготинский сельсовет,2014,45.0
1605494,Яготинский сельсовет,2015,45.0
1605494,Яготинский сельсовет,2016,45.0
1605494,Яготинский сельсовет,2017,45.0
1607000,Быстроистокский муниципальный район,2006,15.0
1607405,Быстроистокский сельсовет,2006,15.0
1608000,Волчихинский муниципальный район,2006,30.0
1608000,Волчихинский муниципальный район,2007,30.0
1608000,Волчихинский муниципальный район,2008,30.0
1608000,Волчихинский муниципальный район,2009,30.0
1608000,Волчихинский муниципальный район,2010,30.0
1608000,Волчихинский муниципальный район,2011,30.0
1608000,Волчихинский муниципальный район,2012,30.0
1608000,Волчихинский муниципальный район,2013,30.0
1608000,Волчихинский муниципальный район,2014,30.0
1608000,Волчихинский муниципальный район,2015,30.0
1608000,Волчихинский муниципальный район,2016,28.0
1608000,Волчихинский муниципальный район,2017,39.0
1608421,Волчихинский сельсовет,2006,30.0
1608421,Волчихинский сельсовет,2007,30.0
1608421,Волчихинский сельсовет,2008,30.0
1608421,Волчихинский сельсовет,2009,30.0
1608421,Волчихинский сельсовет,2010,30.0
1608421,Волчихинский сельсовет,2011,30.0
1608421,Волчихинский сельсовет,2012,30.0
1608421,Волчихинский сельсовет,2013,30.0
1608421,Волчихинский сельсовет,2014,30.0
1608421,Волчихинский сельсовет,2015,30.0
1608421,Волчихинский сельсовет,2016,28.0
1608421,Волчихинский сельсовет,2017,39.0
1609000,Егорьевский муниципальный район,2007,28.0
1609000,Егорьевский муниципальный район,2008,28.0
1609000,Егорьевский муниципальный район,2009,28.0
1609000,Егорьевский муниципальный район,2010,28.0
1609000,Егорьевский муниципальный район,2011,28.0
1609000,Егорьевский муниципальный район,2012,28.0
1609000,Егорьевский муниципальный район,2013,28.0
1609000,Егорьевский муниципальный район,2014,28.0
1609000,Егорьевский муниципальный район,2015,28.0
1609000,Егорьевский муниципальный район,2016,27.0
1609000,Егорьевский муниципальный район,2017,28.0
1609433,Новоегорьевский сельсовет,2007,28.0
1609433,Новоегорьевский сельсовет,2008,28.0
1609433,Новоегорьевский сельсовет,2009,28.0
1609433,Новоегорьевский сельсовет,2010,28.0
1609433,Новоегорьевский сельсовет,2011,28.0
1609433,Новоегорьевский сельсовет,2012,28.0
1609433,Новоегорьевский сельсовет,2013,28.0
1609433,Новоегорьевский сельсовет,2014,28.0
1609433,Новоегорьевский сельсовет,2015,28.0
1609433,Новоегорьевский сельсовет,2016,27.0
1609433,Новоегорьевский сельсовет,2017,28.0
1611000,Завьяловский муниципальный район,2006,20.0
1611445,Камышенский сельсовет,2006,20.0
1612000,Залесовский муниципальный район,2006,390.0
1612000,Залесовский муниципальный район,2007,360.0
1612000,Залесовский муниципальный район,2008,360.0
1612000,Залесовский муниципальный район,2009,355.0
1612000,Залесовский муниципальный район,2010,355.0
1612000,Залесовский муниципальный район,2011,355.0
1612000,Залесовский муниципальный район,2012,360.0
1612000,Залесовский муниципальный район,2013,337.0
1612000,Залесовский муниципальный район,2014,330.0
1612000,Залесовский муниципальный район,2015,294.0
1612000,Залесовский муниципальный район,2016,294.0
1612000,Залесовский муниципальный район,2017,330.0
1612459,Пещерский сельсовет,2006,360.0
1612459,Пещерский сельсовет,2007,360.0
1612459,Пещерский сельсовет,2008,360.0
1612459,Пещерский сельсовет,2009,355.0
1612459,Пещерский сельсовет,2010,355.0
1612459,Пещерский сельсовет,2011,355.0
1612459,Пещерский сельсовет,2012,360.0
1612459,Пещерский сельсовет,2013,337.0
1612459,Пещерский сельсовет,2014,330.0
1612459,Пещерский сельсовет,2015,294.0
1612459,Пещерский сельсовет,2016,294.0
1612459,Пещерский сельсовет,2017,330.0
1612481,Черёмушкинский сельсовет,2006,30.0
1615000,Калманский муниципальный район,2006,20.0
1615000,Калманский муниципальный район,2007,40.0
1615457,Новоромановский сельсовет,2006,20.0
1615457,Новоромановский сельсовет,2007,40.0
1616000,Каменский муниципальный район,2008,11.0
1616000,Каменский муниципальный район,2009,10.0
1616000,Каменский муниципальный район,2010,10.0
1616486,Столбовский сельсовет,2008,11.0
1616486,Столбовский сельсовет,2009,10.0
1616486,Столбовский сельсовет,2010,10.0
1617000,Ключевский муниципальный район,2006,35.0
1617000,Ключевский муниципальный район,2007,35.0
1617000,Ключевский муниципальный район,2008,35.0
1617000,Ключевский муниципальный район,2009,35.0
1617000,Ключевский муниципальный район,2010,35.0
1617000,Ключевский муниципальный район,2011,35.0
1617000,Ключевский муниципальный район,2012,35.0
1617000,Ключевский муниципальный район,2013,35.0
1617000,Ключевский муниципальный район,2014,35.0
1617000,Ключевский муниципальный район,2015,34.0
1617000,Ключевский муниципальный район,2016,35.0
1617000,Ключевский муниципальный район,2017,35.0
1617424,Ключевский сельсовет,2006,35.0
1617424,Ключевский сельсовет,2007,35.0
1617424,Ключевский сельсовет,2008,35.0
1617424,Ключевский сельсовет,2009,35.0
1617424,Ключевский сельсовет,2010,35.0
1617424,Ключевский сельсовет,2011,35.0
1617424,Ключевский сельсовет,2012,35.0
1617424,Ключевский сельсовет,2013,35.0
1617424,Ключевский сельсовет,2014,35.0
1617424,Ключевский сельсовет,2015,34.0
1617424,Ключевский сельсовет,2016,35.0
1617424,Ключевский сельсовет,2017,35.0
1619000,Красногорский муниципальный район,2015,20.0
1619000,Красногорский муниципальный район,2016,20.0
1619423,Красногорский сельсовет,2015,20.0
1619423,Красногорский сельсовет,2016,20.0
1620000,Краснощёковский муниципальный район,2006,14.0
1620412,Берёзовский сельсовет,2006,14.0
1621000,Крутихинский муниципальный район,2006,30.0
1621000,Крутихинский муниципальный район,2007,30.0
1621000,Крутихинский муниципальный район,2008,30.0
1621000,Крутихинский муниципальный район,2009,30.0
1621000,Крутихинский муниципальный район,2010,30.0
1621000,Крутихинский муниципальный район,2011,30.0
1621000,Крутихинский муниципальный район,2012,30.0
1621000,Крутихинский муниципальный район,2013,30.0
1621000,Крутихинский муниципальный район,2014,30.0
1621000,Крутихинский муниципальный район,2015,30.0
1621000,Крутихинский муниципальный район,2016,26.0
1621000,Крутихинский муниципальный район,2017,30.0
1621412,Волчно-Бурлинский сельсовет,2006,30.0
1621412,Волчно-Бурлинский сельсовет,2007,30.0
1621412,Волчно-Бурлинский сельсовет,2008,30.0
1621412,Волчно-Бурлинский сельсовет,2009,30.0
1621412,Волчно-Бурлинский сельсовет,2010,30.0
1621412,Волчно-Бурлинский сельсовет,2011,30.0
1621412,Волчно-Бурлинский сельсовет,2012,30.0
1621412,Волчно-Бурлинский сельсовет,2013,30.0
1621412,Волчно-Бурлинский сельсовет,2014,30.0
1621412,Волчно-Бурлинский сельсовет,2015,30.0
1621412,Волчно-Бурлинский сельсовет,2016,26.0
1621412,Волчно-Бурлинский сельсовет,2017,30.0
1622000,Кулундинский муниципальный район,2006,28.0
1622000,Кулундинский муниципальный район,2007,28.0
1622000,Кулундинский муниципальный район,2008,28.0
1622000,Кулундинский муниципальный район,2009,28.0
1622000,Кулундинский муниципальный район,2010,28.0
1622000,Кулундинский муниципальный район,2011,28.0
1622000,Кулундинский муниципальный район,2012,28.0
1622000,Кулундинский муниципальный район,2013,28.0
1622000,Кулундинский муниципальный район,2014,31.0
1622000,Кулундинский муниципальный район,2015,29.0
1622000,Кулундинский муниципальный район,2016,29.0
1622000,Кулундинский муниципальный район,2017,31.0
1622466,Курский сельсовет,2006,28.0
1622466,Курский сельсовет,2007,28.0
1622466,Курский сельсовет,2008,28.0
1622466,Курский сельсовет,2009,28.0
1622466,Курский сельсовет,2010,28.0
1622466,Курский сельсовет,2011,28.0
1622466,Курский сельсовет,2012,28.0
1622466,Курский сельсовет,2013,28.0
1622466,Курский сельсовет,2014,31.0
1622466,Курский сельсовет,2015,29.0
1622466,Курский сельсовет,2016,29.0
1622466,Курский сельсовет,2017,31.0
1624000,Кытмановский муниципальный район,2006,35.0
1624000,Кытмановский муниципальный район,2007,35.0
1624000,Кытмановский муниципальный район,2008,35.0
1624000,Кытмановский муниципальный район,2009,35.0
1624000,Кытмановский муниципальный район,2010,35.0
1624000,Кытмановский муниципальный район,2011,35.0
1624000,Кытмановский муниципальный район,2012,35.0
1624000,Кытмановский муниципальный район,2013,35.0
1624000,Кытмановский муниципальный район,2014,35.0
1624000,Кытмановский муниципальный район,2015,33.0
1624000,Кытмановский муниципальный район,2016,34.0
1624000,Кытмановский муниципальный район,2017,33.0
1624423,Кытмановский сельсовет,2006,35.0
1624423,Кытмановский сельсовет,2007,35.0
1624423,Кытмановский сельсовет,2008,35.0
1624423,Кытмановский сельсовет,2009,35.0
1624423,Кытмановский сельсовет,2010,35.0
1624423,Кытмановский сельсовет,2011,35.0
1624423,Кытмановский сельсовет,2012,35.0
1624423,Кытмановский сельсовет,2013,35.0
1624423,Кытмановский сельсовет,2014,35.0
1624423,Кытмановский сельсовет,2015,33.0
1624423,Кытмановский сельсовет,2016,34.0
1624423,Кытмановский сельсовет,2017,33.0
1625000,Локтевский муниципальный район,2006,40.0
1625000,Локтевский муниципальный район,2007,90.0
1625000,Локтевский муниципальный район,2008,90.0
1625000,Локтевский муниципальный район,2009,90.0
1625000,Локтевский муниципальный район,2010,90.0
1625000,Локтевский муниципальный район,2011,90.0
1625000,Локтевский муниципальный район,2012,90.0
1625000,Локтевский муниципальный район,2013,90.0
1625000,Локтевский муниципальный район,2014,100.0
1625000,Локтевский муниципальный район,2015,98.0
1625000,Локтевский муниципальный район,2016,102.0
1625000,Локтевский муниципальный район,2017,110.0
1625101,город Горняк,2007,50.0
1625101,город Горняк,2008,50.0
1625101,город Горняк,2009,50.0
1625101,город Горняк,2010,50.0
1625440,Масальский сельсовет,2011,50.0
1625440,Масальский сельсовет,2012,50.0
1625440,Масальский сельсовет,2013,50.0
1625440,Масальский сельсовет,2014,60.0
1625440,Масальский сельсовет,2015,58.0
1625440,Масальский сельсовет,2016,61.0
1625440,Масальский сельсовет,2017,66.0
1625473,Ремовский сельсовет,2006,40.0
1625473,Ремовский сельсовет,2007,40.0
1625473,Ремовский сельсовет,2008,40.0
1625473,Ремовский сельсовет,2009,40.0
1625473,Ремовский сельсовет,2010,40.0
1625473,Ремовский сельсовет,2011,40.0
1625473,Ремовский сельсовет,2012,40.0
1625473,Ремовский сельсовет,2013,40.0
1625473,Ремовский сельсовет,2014,40.0
1625473,Ремовский сельсовет,2015,40.0
1625473,Ремовский сельсовет,2016,41.0
1625473,Ремовский сельсовет,2017,44.0
1626000,Мамонтовский муниципальный район,2006,74.0
1626000,Мамонтовский муниципальный район,2007,74.0
1626000,Мамонтовский муниципальный район,2008,74.0
1626000,Мамонтовский муниципальный район,2009,74.0
1626000,Мамонтовский муниципальный район,2010,74.0
1626000,Мамонтовский муниципальный район,2011,394.0
1626000,Мамонтовский муниципальный район,2012,394.0
1626000,Мамонтовский муниципальный район,2013,394.0
1626000,Мамонтовский муниципальный район,2014,394.0
1626000,Мамонтовский муниципальный район,2015,425.0
1626000,Мамонтовский муниципальный район,2016,426.0
1626000,Мамонтовский муниципальный район,2017,450.0
1626412,Гришенский сельсовет,2006,39.0
1626412,Гришенский сельсовет,2007,39.0
1626412,Гришенский сельсовет,2008,39.0
1626412,Гришенский сельсовет,2009,39.0
1626412,Гришенский сельсовет,2010,39.0
1626412,Гришенский сельсовет,2011,39.0
1626412,Гришенский сельсовет,2012,39.0
1626412,Гришенский сельсовет,2013,39.0
1626412,Гришенский сельсовет,2014,39.0
1626412,Гришенский сельсовет,2015,41.0
1626412,Гришенский сельсовет,2016,40.0
1626412,Гришенский сельсовет,2017,43.0
1626442,Крестьянский сельсовет,2006,35.0
1626442,Крестьянский сельсовет,2007,35.0
1626442,Крестьянский сельсовет,2008,35.0
1626442,Крестьянский сельсовет,2009,35.0
1626442,Крестьянский сельсовет,2010,35.0
1626442,Крестьянский сельсовет,2011,35.0
1626442,Крестьянский сельсовет,2012,35.0
1626442,Крестьянский сельсовет,2013,35.0
1626442,Крестьянский сельсовет,2014,35.0
1626442,Крестьянский сельсовет,2015,31.0
1626442,Крестьянский сельсовет,2016,32.0
1626442,Крестьянский сельсовет,2017,37.0
1626449,Мамонтовский сельсовет,2011,320.0
1626449,Мамонтовский сельсовет,2012,320.0
1626449,Мамонтовский сельсовет,2013,320.0
1626449,Мамонтовский сельсовет,2014,320.0
1626449,Мамонтовский сельсовет,2015,353.0
1626449,Мамонтовский сельсовет,2016,354.0
1626449,Мамонтовский сельсовет,2017,370.0
1627000,Михайловский муниципальный район,2006,30.0
1627000,Михайловский муниципальный район,2007,30.0
1627000,Михайловский муниципальный район,2008,30.0
1627000,Михайловский муниципальный район,2009,30.0
1627000,Михайловский муниципальный район,2010,30.0
1627000,Михайловский муниципальный район,2011,30.0
1627000,Михайловский муниципальный район,2012,30.0
1627000,Михайловский муниципальный район,2013,30.0
1627000,Михайловский муниципальный район,2014,30.0
1627000,Михайловский муниципальный район,2015,27.0
1627000,Михайловский муниципальный район,2016,26.0
1627000,Михайловский муниципальный район,2017,44.0
1627416,Михайловский сельсовет,2006,30.0
1627416,Михайловский сельсовет,2007,30.0
1627416,Михайловский сельсовет,2008,30.0
1627416,Михайловский сельсовет,2009,30.0
1627416,Михайловский сельсовет,2010,30.0
1627416,Михайловский сельсовет,2011,30.0
1627416,Михайловский сельсовет,2012,30.0
1627416,Михайловский сельсовет,2013,30.0
1627416,Михайловский сельсовет,2014,30.0
1627416,Михайловский сельсовет,2015,27.0
1627416,Михайловский сельсовет,2016,26.0
1627416,Михайловский сельсовет,2017,44.0
1628000,Новичихинский муниципальный район,2006,31.0
1628000,Новичихинский муниципальный район,2007,31.0
1628000,Новичихинский муниципальный район,2008,31.0
1628000,Новичихинский муниципальный район,2009,31.0
1628000,Новичихинский муниципальный район,2010,31.0
1628000,Новичихинский муниципальный район,2011,31.0
1628000,Новичихинский муниципальный район,2012,31.0
1628000,Новичихинский муниципальный район,2013,31.0
1628000,Новичихинский муниципальный район,2014,33.0
1628000,Новичихинский муниципальный район,2015,31.0
1628000,Новичихинский муниципальный район,2016,31.0
1628000,Новичихинский муниципальный район,2017,28.0
1628444,Новичихинский сельсовет,2006,31.0
1628444,Новичихинский сельсовет,2007,31.0
1628444,Новичихинский сельсовет,2008,31.0
1628444,Новичихинский сельсовет,2009,31.0
1628444,Новичихинский сельсовет,2010,31.0
1628444,Новичихинский сельсовет,2011,31.0
1628444,Новичихинский сельсовет,2012,31.0
1628444,Новичихинский сельсовет,2013,31.0
1628444,Новичихинский сельсовет,2014,33.0
1628444,Новичихинский сельсовет,2015,31.0
1628444,Новичихинский сельсовет,2016,31.0
1628444,Новичихинский сельсовет,2017,28.0
1630000,Павловский муниципальный район,2006,301.0
1630000,Павловский муниципальный район,2007,301.0
1630000,Павловский муниципальный район,2008,301.0
1630000,Павловский муниципальный район,2009,301.0
1630000,Павловский муниципальный район,2010,301.0
1630000,Павловский муниципальный район,2011,301.0
1630000,Павловский муниципальный район,2012,301.0
1630000,Павловский муниципальный район,2013,301.0
1630000,Павловский муниципальный район,2014,301.0
1630000,Павловский муниципальный район,2015,349.0
1630000,Павловский муниципальный район,2016,355.0
1630000,Павловский муниципальный район,2017,335.0
1630432,Колыванский сельсовет,2015,40.0
1630432,Колыванский сельсовет,2016,40.0
1630460,Павловский сельсовет,2006,301.0
1630460,Павловский сельсовет,2007,301.0
1630460,Павловский сельсовет,2008,301.0
1630460,Павловский сельсовет,2009,301.0
1630460,Павловский сельсовет,2010,301.0
1630460,Павловский сельсовет,2011,301.0
1630460,Павловский сельсовет,2012,301.0
1630460,Павловский сельсовет,2013,301.0
1630460,Павловский сельсовет,2014,301.0
1630460,Павловский сельсовет,2015,309.0
1630460,Павловский сельсовет,2016,315.0
1630460,Павловский сельсовет,2017,335.0
1631000,Панкрушихинский муниципальный район,2006,32.0
1631000,Панкрушихинский муниципальный район,2007,32.0
1631000,Панкрушихинский муниципальный район,2008,32.0
1631000,Панкрушихинский муниципальный район,2009,30.0
1631000,Панкрушихинский муниципальный район,2010,32.0
1631000,Панкрушихинский муниципальный район,2011,32.0
1631000,Панкрушихинский муниципальный район,2012,32.0
1631000,Панкрушихинский муниципальный район,2013,32.0
1631000,Панкрушихинский муниципальный район,2014,32.0
1631000,Панкрушихинский муниципальный район,2015,29.0
1631000,Панкрушихинский муниципальный район,2016,32.0
1631000,Панкрушихинский муниципальный район,2017,30.0
1631456,Панкрушихинский сельсовет,2006,32.0
1631456,Панкрушихинский сельсовет,2007,32.0
1631456,Панкрушихинский сельсовет,2008,32.0
1631456,Панкрушихинский сельсовет,2009,30.0
1631456,Панкрушихинский сельсовет,2010,32.0
1631456,Панкрушихинский сельсовет,2011,32.0
1631456,Панкрушихинский сельсовет,2012,32.0
1631456,Панкрушихинский сельсовет,2013,32.0
1631456,Панкрушихинский сельсовет,2014,32.0
1631456,Панкрушихинский сельсовет,2015,29.0
1631456,Панкрушихинский сельсовет,2016,32.0
1631456,Панкрушихинский сельсовет,2017,30.0
1632000,Первомайский муниципальный район,2006,652.0
1632000,Первомайский муниципальный район,2007,652.0
1632000,Первомайский муниципальный район,2008,652.0
1632000,Первомайский муниципальный район,2009,702.0
1632000,Первомайский муниципальный район,2010,702.0
1632000,Первомайский муниципальный район,2011,702.0
1632000,Первомайский муниципальный район,2012,702.0
1632000,Первомайский муниципальный район,2013,706.0
1632000,Первомайский муниципальный район,2014,706.0
1632000,Первомайский муниципальный район,2015,722.0
1632000,Первомайский муниципальный район,2016,733.0
1632000,Первомайский муниципальный район,2017,760.0
1632420,Бобровский сельсовет,2006,652.0
1632420,Бобровский сельсовет,2007,652.0
1632420,Бобровский сельсовет,2008,351.0
1632420,Бобровский сельсовет,2009,702.0
1632420,Бобровский сельсовет,2010,702.0
1632420,Бобровский сельсовет,2011,702.0
1632420,Бобровский сельсовет,2012,702.0
1632420,Бобровский сельсовет,2013,706.0
1632420,Бобровский сельсовет,2014,706.0
1632420,Бобровский сельсовет,2015,722.0
1632420,Бобровский сельсовет,2016,733.0
1632420,Бобровский сельсовет,2017,760.0
1632449,Первомайский сельсовет,2008,301.0
1633000,Петропавловский муниципальный район,2006,57.0
1633000,Петропавловский муниципальный район,2007,53.0
1633000,Петропавловский муниципальный район,2008,53.0
1633000,Петропавловский муниципальный район,2009,30.0
1633000,Петропавловский муниципальный район,2010,30.0
1633000,Петропавловский муниципальный район,2011,30.0
1633000,Петропавловский муниципальный район,2012,30.0
1633000,Петропавловский муниципальный район,2013,30.0
1633000,Петропавловский муниципальный район,2014,30.0
1633000,Петропавловский муниципальный район,2015,30.0
1633000,Петропавловский муниципальный район,2016,30.0
1633000,Петропавловский муниципальный район,2017,30.0
1633407,Антоньевский сельсовет,2006,10.0
1633407,Антоньевский сельсовет,2007,10.0
1633407,Антоньевский сельсовет,2008,10.0
1633434,Николаевский сельсовет,2006,10.0
1633440,Новообинский сельсовет,2006,12.0
1633440,Новообинский сельсовет,2007,12.0
1633440,Новообинский сельсовет,2008,12.0
1633457,Петропавловский сельсовет,2006,25.0
1633457,Петропавловский сельсовет,2007,31.0
1633457,Петропавловский сельсовет,2008,31.0
1633457,Петропавловский сельсовет,2009,30.0
1633457,Петропавловский сельсовет,2010,30.0
1633457,Петропавловский сельсовет,2011,30.0
1633457,Петропавловский сельсовет,2012,30.0
1633457,Петропавловский сельсовет,2013,30.0
1633457,Петропавловский сельсовет,2014,30.0
1633457,Петропавловский сельсовет,2015,30.0
1633457,Петропавловский сельсовет,2016,30.0
1633457,Петропавловский сельсовет,2017,30.0
1635000,Ребрихинский муниципальный район,2006,30.0
1635000,Ребрихинский муниципальный район,2007,30.0
1635000,Ребрихинский муниципальный район,2008,30.0
1635000,Ребрихинский муниципальный район,2009,65.0
1635000,Ребрихинский муниципальный район,2010,65.0
1635000,Ребрихинский муниципальный район,2011,65.0
1635000,Ребрихинский муниципальный район,2012,65.0
1635000,Ребрихинский муниципальный район,2013,65.0
1635000,Ребрихинский муниципальный район,2014,65.0
1635000,Ребрихинский муниципальный район,2015,69.0
1635000,Ребрихинский муниципальный район,2016,70.0
1635000,Ребрихинский муниципальный район,2017,51.0
1635464,Ребрихинский сельсовет,2006,30.0
1635464,Ребрихинский сельсовет,2007,30.0
1635464,Ребрихинский сельсовет,2008,30.0
1635464,Ребрихинский сельсовет,2009,28.0
1635464,Ребрихинский сельсовет,2010,65.0
1635464,Ребрихинский сельсовет,2011,65.0
1635464,Ребрихинский сельсовет,2012,65.0
1635464,Ребрихинский сельсовет,2013,65.0
1635464,Ребрихинский сельсовет,2014,65.0
1635464,Ребрихинский сельсовет,2015,69.0
1635464,Ребрихинский сельсовет,2016,70.0
1635464,Ребрихинский сельсовет,2017,51.0
1635479,Усть-Мосихинский сельсовет,2009,37.0
1635479,Усть-Мосихинский сельсовет,2010,37.0
1636000,Родинский муниципальный район,2006,35.0
1636000,Родинский муниципальный район,2007,35.0
1636000,Родинский муниципальный район,2008,35.0
1636000,Родинский муниципальный район,2009,35.0
1636000,Родинский муниципальный район,2010,35.0
1636000,Родинский муниципальный район,2011,35.0
1636000,Родинский муниципальный район,2012,35.0
1636456,Родинский сельсовет,2006,35.0
1636456,Родинский сельсовет,2007,35.0
1636456,Родинский сельсовет,2008,35.0
1636456,Родинский сельсовет,2009,35.0
1636456,Родинский сельсовет,2010,35.0
1636456,Родинский сельсовет,2011,35.0
1636456,Родинский сельсовет,2012,35.0
1637000,Романовский муниципальный район,2006,30.0
1637000,Романовский муниципальный район,2007,30.0
1637000,Романовский муниципальный район,2008,30.0
1637000,Романовский муниципальный район,2009,30.0
1637000,Романовский муниципальный район,2010,30.0
1637000,Романовский муниципальный район,2011,30.0
1637000,Романовский муниципальный район,2012,30.0
1637000,Романовский муниципальный район,2013,30.0
1637000,Романовский муниципальный район,2014,28.0
1637417,Гуселетовский сельсовет,2006,30.0
1637417,Гуселетовский сельсовет,2007,30.0
1637417,Гуселетовский сельсовет,2008,30.0
1637417,Гуселетовский сельсовет,2009,30.0
1637417,Гуселетовский сельсовет,2010,30.0
1637417,Гуселетовский сельсовет,2011,30.0
1637417,Гуселетовский сельсовет,2012,30.0
1637417,Гуселетовский сельсовет,2013,30.0
1637417,Гуселетовский сельсовет,2014,28.0
1638000,Рубцовский муниципальный район,2015,67.0
1638000,Рубцовский муниципальный район,2016,60.0
1638418,Веселоярский сельсовет,2006,10.0
1638418,Веселоярский сельсовет,2015,67.0
1638418,Веселоярский сельсовет,2016,60.0
1638422,Дальний сельсовет,2006,10.0
1642000,Советский муниципальный район,2008,0.0
1642452,Советский сельсовет,2008,0.0
1645000,Шелаболихинский муниципальный район,2006,225.0
1645000,Шелаболихинский муниципальный район,2007,273.0
1645000,Шелаболихинский муниципальный район,2008,225.0
1645000,Шелаболихинский муниципальный район,2009,232.0
1645000,Шелаболихинский муниципальный район,2010,225.0
1645000,Шелаболихинский муниципальный район,2011,210.0
1645000,Шелаболихинский муниципальный район,2012,210.0
1645000,Шелаболихинский муниципальный район,2013,180.0
1645000,Шелаболихинский муниципальный район,2014,180.0
