oktmo,name,year,socialaidhomeservices
1601000,Алейский муниципальный район,2006,2.0
1601000,Алейский муниципальный район,2007,2.0
1601000,Алейский муниципальный район,2008,2.0
1601000,Алейский муниципальный район,2009,2.0
1601000,Алейский муниципальный район,2010,2.0
1601000,Алейский муниципальный район,2011,2.0
1601000,Алейский муниципальный район,2012,2.0
1601000,Алейский муниципальный район,2013,2.0
1601000,Алейский муниципальный район,2014,2.0
1601000,Алейский муниципальный район,2015,2.0
1601000,Алейский муниципальный район,2016,2.0
1601417,Боровской сельсовет,2006,1.0
1601417,Боровской сельсовет,2007,1.0
1601417,Боровской сельсовет,2008,1.0
1601417,Боровской сельсовет,2009,1.0
1601417,Боровской сельсовет,2010,1.0
1601417,Боровской сельсовет,2011,1.0
1601417,Боровской сельсовет,2012,1.0
1601417,Боровской сельсовет,2013,1.0
1601417,Боровской сельсовет,2014,1.0
1601417,Боровской сельсовет,2015,1.0
1601417,Боровской сельсовет,2016,1.0
1601420,Дружбинский сельсовет,2006,1.0
1601420,Дружбинский сельсовет,2007,1.0
1601420,Дружбинский сельсовет,2008,1.0
1601420,Дружбинский сельсовет,2009,1.0
1601420,Дружбинский сельсовет,2010,1.0
1601420,Дружбинский сельсовет,2011,1.0
1601420,Дружбинский сельсовет,2012,1.0
1601420,Дружбинский сельсовет,2013,1.0
1601420,Дружбинский сельсовет,2014,1.0
1601420,Дружбинский сельсовет,2015,1.0
1601420,Дружбинский сельсовет,2016,1.0
1602000,Алтайский муниципальный район,2006,3.0
1602000,Алтайский муниципальный район,2007,3.0
1602000,Алтайский муниципальный район,2008,3.0
1602000,Алтайский муниципальный район,2009,3.0
1602000,Алтайский муниципальный район,2010,3.0
1602000,Алтайский муниципальный район,2011,3.0
1602000,Алтайский муниципальный район,2012,2.0
1602000,Алтайский муниципальный район,2013,2.0
1602000,Алтайский муниципальный район,2014,2.0
1602000,Алтайский муниципальный район,2015,2.0
1602407,Алтайский сельсовет,2006,3.0
1602407,Алтайский сельсовет,2007,3.0
1602407,Алтайский сельсовет,2008,3.0
1602407,Алтайский сельсовет,2009,3.0
1602407,Алтайский сельсовет,2010,3.0
1602407,Алтайский сельсовет,2011,3.0
1602407,Алтайский сельсовет,2012,2.0
1602407,Алтайский сельсовет,2013,2.0
1602407,Алтайский сельсовет,2014,2.0
1602407,Алтайский сельсовет,2015,2.0
1603000,Баевский муниципальный район,2006,1.0
1603000,Баевский муниципальный район,2007,1.0
1603000,Баевский муниципальный район,2008,1.0
1603000,Баевский муниципальный район,2009,1.0
1603000,Баевский муниципальный район,2010,1.0
1603000,Баевский муниципальный район,2011,1.0
1603000,Баевский муниципальный район,2012,1.0
1603000,Баевский муниципальный район,2013,1.0
1603000,Баевский муниципальный район,2014,1.0
1603000,Баевский муниципальный район,2015,1.0
1603000,Баевский муниципальный район,2016,1.0
1603407,Баевский сельсовет,2006,1.0
1603407,Баевский сельсовет,2007,1.0
1603407,Баевский сельсовет,2008,1.0
1603407,Баевский сельсовет,2009,1.0
1603407,Баевский сельсовет,2010,1.0
1603407,Баевский сельсовет,2011,1.0
1603407,Баевский сельсовет,2012,1.0
1603407,Баевский сельсовет,2013,1.0
1603407,Баевский сельсовет,2014,1.0
1603407,Баевский сельсовет,2015,1.0
1603407,Баевский сельсовет,2016,1.0
1604000,Бийский муниципальный район,2006,2.0
1604000,Бийский муниципальный район,2007,2.0
1604000,Бийский муниципальный район,2008,2.0
1604000,Бийский муниципальный район,2009,2.0
1604000,Бийский муниципальный район,2010,2.0
1604000,Бийский муниципальный район,2012,1.0
1604464,Новиковский сельсовет,2006,2.0
1604464,Новиковский сельсовет,2007,2.0
1604464,Новиковский сельсовет,2008,2.0
1604464,Новиковский сельсовет,2009,2.0
1604464,Новиковский сельсовет,2010,2.0
1604464,Новиковский сельсовет,2012,1.0
1605000,Благовещенский муниципальный район,2006,4.0
1605000,Благовещенский муниципальный район,2007,3.0
1605000,Благовещенский муниципальный район,2008,4.0
1605000,Благовещенский муниципальный район,2009,2.0
1605000,Благовещенский муниципальный район,2010,2.0
1605000,Благовещенский муниципальный район,2011,3.0
1605000,Благовещенский муниципальный район,2012,3.0
1605000,Благовещенский муниципальный район,2013,4.0
1605000,Благовещенский муниципальный район,2014,3.0
1605000,Благовещенский муниципальный район,2015,3.0
1605000,Благовещенский муниципальный район,2016,3.0
1605151,Благовещенский поссовет,2006,3.0
1605151,Благовещенский поссовет,2007,2.0
1605151,Благовещенский поссовет,2008,2.0
1605151,Благовещенский поссовет,2009,1.0
1605151,Благовещенский поссовет,2010,2.0
1605151,Благовещенский поссовет,2011,2.0
1605151,Благовещенский поссовет,2012,2.0
1605151,Благовещенский поссовет,2013,3.0
1605151,Благовещенский поссовет,2014,3.0
1605151,Благовещенский поссовет,2015,2.0
1605151,Благовещенский поссовет,2016,3.0
1605157,Степноозёрский поссовет,2006,1.0
1605157,Степноозёрский поссовет,2007,1.0
1605157,Степноозёрский поссовет,2008,1.0
1605157,Степноозёрский поссовет,2009,1.0
1605157,Степноозёрский поссовет,2011,1.0
1605157,Степноозёрский поссовет,2012,1.0
1605157,Степноозёрский поссовет,2013,1.0
1605157,Степноозёрский поссовет,2015,1.0
1605436,Леньковский сельсовет,2008,1.0
1606000,Бурлинский муниципальный район,2006,1.0
1606000,Бурлинский муниципальный район,2007,1.0
1606000,Бурлинский муниципальный район,2008,1.0
1606000,Бурлинский муниципальный район,2009,1.0
1606000,Бурлинский муниципальный район,2010,1.0
1606000,Бурлинский муниципальный район,2011,1.0
1606000,Бурлинский муниципальный район,2012,1.0
1606000,Бурлинский муниципальный район,2013,1.0
1606000,Бурлинский муниципальный район,2014,1.0
1606411,Бурлинский сельсовет,2006,1.0
1606411,Бурлинский сельсовет,2007,1.0
1606411,Бурлинский сельсовет,2008,1.0
1606411,Бурлинский сельсовет,2009,1.0
1606411,Бурлинский сельсовет,2010,1.0
1606411,Бурлинский сельсовет,2011,1.0
1606411,Бурлинский сельсовет,2012,1.0
1606411,Бурлинский сельсовет,2013,1.0
1606411,Бурлинский сельсовет,2014,1.0
1607000,Быстроистокский муниципальный район,2006,1.0
1607000,Быстроистокский муниципальный район,2007,1.0
1607000,Быстроистокский муниципальный район,2008,1.0
1607000,Быстроистокский муниципальный район,2009,1.0
1607000,Быстроистокский муниципальный район,2010,1.0
1607000,Быстроистокский муниципальный район,2011,1.0
1607000,Быстроистокский муниципальный район,2012,1.0
1607000,Быстроистокский муниципальный район,2013,1.0
1607000,Быстроистокский муниципальный район,2014,1.0
1607000,Быстроистокский муниципальный район,2015,1.0
1607000,Быстроистокский муниципальный район,2016,1.0
1607405,Быстроистокский сельсовет,2006,1.0
1607405,Быстроистокский сельсовет,2007,1.0
1607405,Быстроистокский сельсовет,2008,1.0
1607405,Быстроистокский сельсовет,2009,1.0
1607405,Быстроистокский сельсовет,2010,1.0
1607405,Быстроистокский сельсовет,2011,1.0
1607405,Быстроистокский сельсовет,2012,1.0
1607405,Быстроистокский сельсовет,2013,1.0
1607405,Быстроистокский сельсовет,2014,1.0
1607405,Быстроистокский сельсовет,2015,1.0
1607405,Быстроистокский сельсовет,2016,1.0
1608000,Волчихинский муниципальный район,2006,2.0
1608000,Волчихинский муниципальный район,2007,2.0
1608000,Волчихинский муниципальный район,2008,2.0
1608000,Волчихинский муниципальный район,2009,2.0
1608000,Волчихинский муниципальный район,2010,2.0
1608000,Волчихинский муниципальный район,2011,2.0
1608000,Волчихинский муниципальный район,2012,2.0
1608000,Волчихинский муниципальный район,2013,3.0
1608000,Волчихинский муниципальный район,2014,2.0
1608000,Волчихинский муниципальный район,2015,1.0
1608000,Волчихинский муниципальный район,2016,1.0
1608421,Волчихинский сельсовет,2006,2.0
1608421,Волчихинский сельсовет,2007,2.0
1608421,Волчихинский сельсовет,2008,2.0
1608421,Волчихинский сельсовет,2009,2.0
1608421,Волчихинский сельсовет,2010,2.0
1608421,Волчихинский сельсовет,2011,2.0
1608421,Волчихинский сельсовет,2012,2.0
1608421,Волчихинский сельсовет,2013,3.0
1608421,Волчихинский сельсовет,2014,2.0
1608421,Волчихинский сельсовет,2015,1.0
1608421,Волчихинский сельсовет,2016,1.0
1609000,Егорьевский муниципальный район,2007,1.0
1609000,Егорьевский муниципальный район,2009,1.0
1609000,Егорьевский муниципальный район,2010,1.0
1609000,Егорьевский муниципальный район,2011,1.0
1609000,Егорьевский муниципальный район,2012,1.0
1609000,Егорьевский муниципальный район,2013,1.0
1609000,Егорьевский муниципальный район,2014,1.0
1609000,Егорьевский муниципальный район,2015,1.0
1609000,Егорьевский муниципальный район,2016,1.0
1609433,Новоегорьевский сельсовет,2007,1.0
1609433,Новоегорьевский сельсовет,2009,1.0
1609433,Новоегорьевский сельсовет,2010,1.0
1609433,Новоегорьевский сельсовет,2011,1.0
1609433,Новоегорьевский сельсовет,2012,1.0
1609433,Новоегорьевский сельсовет,2013,1.0
1609433,Новоегорьевский сельсовет,2014,1.0
1609433,Новоегорьевский сельсовет,2015,1.0
1609433,Новоегорьевский сельсовет,2016,1.0
1610000,Ельцовский муниципальный район,2006,1.0
1610000,Ельцовский муниципальный район,2007,1.0
1610000,Ельцовский муниципальный район,2008,1.0
1610000,Ельцовский муниципальный район,2009,1.0
1610000,Ельцовский муниципальный район,2010,1.0
1610000,Ельцовский муниципальный район,2011,1.0
1610000,Ельцовский муниципальный район,2012,1.0
1610000,Ельцовский муниципальный район,2013,1.0
1610000,Ельцовский муниципальный район,2014,1.0
1610000,Ельцовский муниципальный район,2015,1.0
1610000,Ельцовский муниципальный район,2016,1.0
1610422,Ельцовский сельсовет,2006,1.0
1610422,Ельцовский сельсовет,2007,1.0
1610422,Ельцовский сельсовет,2008,1.0
1610422,Ельцовский сельсовет,2009,1.0
1610422,Ельцовский сельсовет,2010,1.0
1610422,Ельцовский сельсовет,2011,1.0
1610422,Ельцовский сельсовет,2012,1.0
1610422,Ельцовский сельсовет,2013,1.0
1610422,Ельцовский сельсовет,2014,1.0
1610422,Ельцовский сельсовет,2015,1.0
1610422,Ельцовский сельсовет,2016,1.0
1611000,Завьяловский муниципальный район,2006,1.0
1611000,Завьяловский муниципальный район,2007,2.0
1611000,Завьяловский муниципальный район,2008,2.0
1611000,Завьяловский муниципальный район,2009,1.0
1611000,Завьяловский муниципальный район,2010,1.0
1611000,Завьяловский муниципальный район,2011,1.0
1611000,Завьяловский муниципальный район,2012,1.0
1611000,Завьяловский муниципальный район,2013,1.0
1611000,Завьяловский муниципальный район,2014,1.0
1611000,Завьяловский муниципальный район,2015,1.0
1611000,Завьяловский муниципальный район,2016,1.0
1611434,Завьяловский сельсовет,2006,1.0
1611434,Завьяловский сельсовет,2007,2.0
1611434,Завьяловский сельсовет,2008,2.0
1611434,Завьяловский сельсовет,2009,1.0
1611434,Завьяловский сельсовет,2010,1.0
1611434,Завьяловский сельсовет,2011,1.0
1611434,Завьяловский сельсовет,2012,1.0
1611434,Завьяловский сельсовет,2013,1.0
1611434,Завьяловский сельсовет,2014,1.0
1611434,Завьяловский сельсовет,2015,1.0
1611434,Завьяловский сельсовет,2016,1.0
1612000,Залесовский муниципальный район,2006,5.0
1612000,Залесовский муниципальный район,2007,5.0
1612000,Залесовский муниципальный район,2008,5.0
1612000,Залесовский муниципальный район,2009,5.0
1612000,Залесовский муниципальный район,2010,5.0
1612000,Залесовский муниципальный район,2011,5.0
1612000,Залесовский муниципальный район,2012,5.0
1612000,Залесовский муниципальный район,2013,4.0
1612000,Залесовский муниципальный район,2014,2.0
1612000,Залесовский муниципальный район,2015,2.0
1612426,Залесовский сельсовет,2006,5.0
1612426,Залесовский сельсовет,2007,5.0
1612426,Залесовский сельсовет,2008,5.0
1612426,Залесовский сельсовет,2009,5.0
1612426,Залесовский сельсовет,2010,5.0
1612426,Залесовский сельсовет,2011,5.0
1612426,Залесовский сельсовет,2012,5.0
1612426,Залесовский сельсовет,2013,4.0
1612426,Залесовский сельсовет,2014,2.0
1612426,Залесовский сельсовет,2015,2.0
1612470,Тундрихинский сельсовет,2008,0.0
1613000,Заринский муниципальный район,2006,3.0
1613000,Заринский муниципальный район,2007,3.0
1613000,Заринский муниципальный район,2008,3.0
1613000,Заринский муниципальный район,2009,3.0
1613000,Заринский муниципальный район,2010,2.0
1613000,Заринский муниципальный район,2011,2.0
1613000,Заринский муниципальный район,2012,2.0
1613000,Заринский муниципальный район,2013,1.0
1613000,Заринский муниципальный район,2014,1.0
1613000,Заринский муниципальный район,2015,1.0
1613000,Заринский муниципальный район,2016,1.0
1613430,Гоношихинский сельсовет,2006,1.0
1613430,Гоношихинский сельсовет,2007,1.0
1613430,Гоношихинский сельсовет,2008,1.0
1613430,Гоношихинский сельсовет,2009,1.0
1613430,Гоношихинский сельсовет,2010,1.0
1613430,Гоношихинский сельсовет,2011,1.0
1613430,Гоношихинский сельсовет,2012,1.0
1613430,Гоношихинский сельсовет,2013,1.0
1613430,Гоношихинский сельсовет,2014,1.0
1613430,Гоношихинский сельсовет,2015,1.0
1613430,Гоношихинский сельсовет,2016,1.0
1613488,Тягунский сельсовет,2006,1.0
1613488,Тягунский сельсовет,2007,1.0
1613488,Тягунский сельсовет,2008,1.0
1613488,Тягунский сельсовет,2009,1.0
1613488,Тягунский сельсовет,2010,1.0
1613488,Тягунский сельсовет,2011,1.0
1613488,Тягунский сельсовет,2012,1.0
1613492,Хмелевский сельсовет,2006,1.0
1613492,Хмелевский сельсовет,2007,1.0
1613492,Хмелевский сельсовет,2008,1.0
1613492,Хмелевский сельсовет,2009,1.0
1614000,Змеиногорский муниципальный район,2006,1.0
1614000,Змеиногорский муниципальный район,2007,1.0
1614000,Змеиногорский муниципальный район,2008,1.0
1614000,Змеиногорский муниципальный район,2009,1.0
1614000,Змеиногорский муниципальный район,2010,1.0
1614000,Змеиногорский муниципальный район,2011,2.0
1614000,Змеиногорский муниципальный район,2012,3.0
1614000,Змеиногорский муниципальный район,2013,3.0
1614000,Змеиногорский муниципальный район,2014,3.0
1614000,Змеиногорский муниципальный район,2015,1.0
1614000,Змеиногорский муниципальный район,2016,1.0
1614101,город Змеиногорск,2009,1.0
1614101,город Змеиногорск,2010,1.0
1614101,город Змеиногорск,2011,2.0
1614101,город Змеиногорск,2012,3.0
1614101,город Змеиногорск,2013,3.0
1614101,город Змеиногорск,2014,3.0
1614101,город Змеиногорск,2015,1.0
1614101,город Змеиногорск,2016,1.0
1614433,Карамышевский сельсовет,2006,1.0
1614433,Карамышевский сельсовет,2007,1.0
1614433,Карамышевский сельсовет,2008,1.0
1615000,Калманский муниципальный район,2006,1.0
1615000,Калманский муниципальный район,2007,1.0
1615000,Калманский муниципальный район,2008,1.0
1615000,Калманский муниципальный район,2009,1.0
1615000,Калманский муниципальный район,2010,1.0
1615000,Калманский муниципальный район,2011,1.0
1615000,Калманский муниципальный район,2012,1.0
1615000,Калманский муниципальный район,2013,1.0
1615000,Калманский муниципальный район,2014,1.0
1615000,Калманский муниципальный район,2015,1.0
1615409,Бурановский сельсовет,2008,0.0
1615409,Бурановский сельсовет,2011,1.0
1615409,Бурановский сельсовет,2012,1.0
1615409,Бурановский сельсовет,2013,1.0
1615409,Бурановский сельсовет,2014,1.0
1615409,Бурановский сельсовет,2015,1.0
1615427,Калманский сельсовет,2006,1.0
1615427,Калманский сельсовет,2007,1.0
1615427,Калманский сельсовет,2008,1.0
1615427,Калманский сельсовет,2009,1.0
1615427,Калманский сельсовет,2010,1.0
1616000,Каменский муниципальный район,2006,4.0
1616000,Каменский муниципальный район,2007,3.0
1616000,Каменский муниципальный район,2008,3.0
1616000,Каменский муниципальный район,2009,3.0
1616000,Каменский муниципальный район,2010,3.0
1616000,Каменский муниципальный район,2011,3.0
1616000,Каменский муниципальный район,2012,3.0
1616000,Каменский муниципальный район,2013,2.0
1616000,Каменский муниципальный район,2016,2.0
1616101,г Камень-на-Оби,2016,2.0
1616437,Корниловский сельсовет,2006,1.0
1616437,Корниловский сельсовет,2009,1.0
1616461,Новоярковский сельсовет,2006,1.0
1616461,Новоярковский сельсовет,2007,1.0
1616461,Новоярковский сельсовет,2008,1.0
1616461,Новоярковский сельсовет,2009,1.0
1616461,Новоярковский сельсовет,2010,1.0
1616461,Новоярковский сельсовет,2011,1.0
1616461,Новоярковский сельсовет,2012,1.0
1616468,Плотниковский сельсовет,2012,1.0
1616468,Плотниковский сельсовет,2013,1.0
1616482,Рыбинский сельсовет,2006,1.0
1616482,Рыбинский сельсовет,2007,1.0
1616482,Рыбинский сельсовет,2008,1.0
1616482,Рыбинский сельсовет,2009,1.0
1616482,Рыбинский сельсовет,2010,1.0
1616482,Рыбинский сельсовет,2011,1.0
1616486,Столбовский сельсовет,2006,1.0
1616486,Столбовский сельсовет,2007,1.0
1616486,Столбовский сельсовет,2008,1.0
1616486,Столбовский сельсовет,2010,1.0
1616486,Столбовский сельсовет,2011,1.0
1616486,Столбовский сельсовет,2012,1.0
1616486,Столбовский сельсовет,2013,1.0
1617000,Ключевский муниципальный район,2006,2.0
1617000,Ключевский муниципальный район,2007,2.0
1617000,Ключевский муниципальный район,2008,2.0
1617000,Ключевский муниципальный район,2009,2.0
1617000,Ключевский муниципальный район,2010,2.0
1617000,Ключевский муниципальный район,2011,2.0
1617000,Ключевский муниципальный район,2012,3.0
1617000,Ключевский муниципальный район,2013,3.0
1617000,Ключевский муниципальный район,2014,2.0
1617000,Ключевский муниципальный район,2015,2.0
1617000,Ключевский муниципальный район,2016,2.0
1617424,Ключевский сельсовет,2006,2.0
1617424,Ключевский сельсовет,2007,2.0
1617424,Ключевский сельсовет,2008,2.0
1617424,Ключевский сельсовет,2009,2.0
1617424,Ключевский сельсовет,2010,2.0
1617424,Ключевский сельсовет,2011,2.0
1617424,Ключевский сельсовет,2012,2.0
1617424,Ключевский сельсовет,2013,2.0
1617424,Ключевский сельсовет,2014,2.0
1617424,Ключевский сельсовет,2015,2.0
1617424,Ключевский сельсовет,2016,2.0
1617437,Новоцелинный сельсовет,2012,1.0
1617437,Новоцелинный сельсовет,2013,1.0
1618000,Косихинский муниципальный район,2006,2.0
1618000,Косихинский муниципальный район,2007,2.0
1618000,Косихинский муниципальный район,2008,2.0
1618000,Косихинский муниципальный район,2009,2.0
1618000,Косихинский муниципальный район,2010,2.0
1618000,Косихинский муниципальный район,2011,2.0
1618000,Косихинский муниципальный район,2012,2.0
1618000,Косихинский муниципальный район,2013,2.0
1618000,Косихинский муниципальный район,2014,2.0
1618000,Косихинский муниципальный район,2015,1.0
1618434,Косихинский сельсовет,2006,1.0
1618434,Косихинский сельсовет,2007,2.0
1618434,Косихинский сельсовет,2008,1.0
1618434,Косихинский сельсовет,2009,2.0
1618434,Косихинский сельсовет,2010,2.0
1618434,Косихинский сельсовет,2011,2.0
1618434,Косихинский сельсовет,2012,1.0
1618434,Косихинский сельсовет,2013,1.0
1618434,Косихинский сельсовет,2014,1.0
1618434,Косихинский сельсовет,2015,1.0
1618460,Налобихинский сельсовет,2006,1.0
1618460,Налобихинский сельсовет,2008,1.0
1618460,Налобихинский сельсовет,2012,1.0
1618460,Налобихинский сельсовет,2013,1.0
1618460,Налобихинский сельсовет,2014,1.0
1619000,Красногорский муниципальный район,2006,1.0
1619000,Красногорский муниципальный район,2007,1.0
1619000,Красногорский муниципальный район,2008,1.0
1619000,Красногорский муниципальный район,2009,1.0
1619000,Красногорский муниципальный район,2010,1.0
1619000,Красногорский муниципальный район,2011,1.0
1619000,Красногорский муниципальный район,2012,1.0
1619000,Красногорский муниципальный район,2013,1.0
1619000,Красногорский муниципальный район,2014,1.0
1619000,Красногорский муниципальный район,2015,1.0
1619000,Красногорский муниципальный район,2016,1.0
1619423,Красногорский сельсовет,2006,1.0
1619423,Красногорский сельсовет,2007,1.0
1619423,Красногорский сельсовет,2008,1.0
1619423,Красногорский сельсовет,2009,1.0
1619423,Красногорский сельсовет,2010,1.0
1619423,Красногорский сельсовет,2011,1.0
1619423,Красногорский сельсовет,2012,1.0
1619423,Красногорский сельсовет,2013,1.0
1619423,Красногорский сельсовет,2014,1.0
1619423,Красногорский сельсовет,2015,1.0
1619423,Красногорский сельсовет,2016,1.0
1620000,Краснощёковский муниципальный район,2006,3.0
1620000,Краснощёковский муниципальный район,2007,3.0
1620000,Краснощёковский муниципальный район,2008,3.0
1620000,Краснощёковский муниципальный район,2009,3.0
1620000,Краснощёковский муниципальный район,2010,3.0
1620000,Краснощёковский муниципальный район,2011,3.0
1620000,Краснощёковский муниципальный район,2012,3.0
1620000,Краснощёковский муниципальный район,2013,3.0
1620000,Краснощёковский муниципальный район,2014,3.0
1620000,Краснощёковский муниципальный район,2015,3.0
1620000,Краснощёковский муниципальный район,2016,3.0
1620430,Краснощёковский сельсовет,2006,3.0
1620430,Краснощёковский сельсовет,2007,3.0
1620430,Краснощёковский сельсовет,2008,3.0
1620430,Краснощёковский сельсовет,2009,3.0
1620430,Краснощёковский сельсовет,2010,3.0
1620430,Краснощёковский сельсовет,2011,3.0
1620430,Краснощёковский сельсовет,2012,3.0
1620430,Краснощёковский сельсовет,2013,3.0
1620430,Краснощёковский сельсовет,2014,3.0
1620430,Краснощёковский сельсовет,2015,3.0
1620430,Краснощёковский сельсовет,2016,3.0
1621000,Крутихинский муниципальный район,2006,1.0
1621000,Крутихинский муниципальный район,2007,1.0
1621000,Крутихинский муниципальный район,2008,1.0
1621000,Крутихинский муниципальный район,2009,1.0
1621000,Крутихинский муниципальный район,2010,1.0
1621000,Крутихинский муниципальный район,2011,1.0
1621000,Крутихинский муниципальный район,2012,1.0
1621000,Крутихинский муниципальный район,2013,1.0
1621000,Крутихинский муниципальный район,2014,1.0
1621000,Крутихинский муниципальный район,2015,1.0
1621000,Крутихинский муниципальный район,2016,1.0
1621430,Крутихинский сельсовет,2006,1.0
1621430,Крутихинский сельсовет,2007,1.0
1621430,Крутихинский сельсовет,2008,1.0
1621430,Крутихинский сельсовет,2009,1.0
1621430,Крутихинский сельсовет,2010,1.0
1621430,Крутихинский сельсовет,2011,1.0
1621430,Крутихинский сельсовет,2012,1.0
1621430,Крутихинский сельсовет,2013,1.0
1621430,Крутихинский сельсовет,2014,1.0
1621430,Крутихинский сельсовет,2015,1.0
1621430,Крутихинский сельсовет,2016,1.0
1622000,Кулундинский муниципальный район,2006,2.0
1622000,Кулундинский муниципальный район,2007,1.0
1622000,Кулундинский муниципальный район,2008,2.0
1622000,Кулундинский муниципальный район,2009,2.0
1622000,Кулундинский муниципальный район,2010,2.0
1622000,Кулундинский муниципальный район,2011,2.0
1622000,Кулундинский муниципальный район,2012,2.0
1622000,Кулундинский муниципальный район,2013,2.0
1622000,Кулундинский муниципальный район,2014,2.0
1622000,Кулундинский муниципальный район,2015,1.0
1622000,Кулундинский муниципальный район,2016,1.0
1622460,Кулундинский сельсовет,2006,1.0
1622460,Кулундинский сельсовет,2007,1.0
1622460,Кулундинский сельсовет,2008,2.0
1622460,Кулундинский сельсовет,2009,2.0
1622460,Кулундинский сельсовет,2010,2.0
1622460,Кулундинский сельсовет,2011,2.0
1622460,Кулундинский сельсовет,2012,2.0
1622460,Кулундинский сельсовет,2013,2.0
1622460,Кулундинский сельсовет,2014,2.0
1622460,Кулундинский сельсовет,2015,1.0
1622460,Кулундинский сельсовет,2016,1.0
1622466,Курский сельсовет,2006,1.0
1623000,Курьинский муниципальный район,2006,3.0
1623000,Курьинский муниципальный район,2007,3.0
1623000,Курьинский муниципальный район,2008,3.0
1623000,Курьинский муниципальный район,2009,3.0
1623000,Курьинский муниципальный район,2010,3.0
1623000,Курьинский муниципальный район,2011,2.0
1623000,Курьинский муниципальный район,2012,2.0
1623000,Курьинский муниципальный район,2013,2.0
1623000,Курьинский муниципальный район,2014,2.0
1623000,Курьинский муниципальный район,2015,2.0
1623000,Курьинский муниципальный район,2016,2.0
1623466,Курьинский сельсовет,2006,3.0
1623466,Курьинский сельсовет,2007,3.0
1623466,Курьинский сельсовет,2008,3.0
1623466,Курьинский сельсовет,2009,3.0
1623466,Курьинский сельсовет,2010,3.0
1623466,Курьинский сельсовет,2011,2.0
1623466,Курьинский сельсовет,2012,2.0
1623466,Курьинский сельсовет,2013,2.0
1623466,Курьинский сельсовет,2014,2.0
1623466,Курьинский сельсовет,2015,2.0
1623466,Курьинский сельсовет,2016,2.0
1624000,Кытмановский муниципальный район,2013,1.0
1624000,Кытмановский муниципальный район,2014,1.0
1624423,Кытмановский сельсовет,2013,1.0
1624423,Кытмановский сельсовет,2014,1.0
1625000,Локтевский муниципальный район,2006,3.0
1625000,Локтевский муниципальный район,2007,3.0
1625000,Локтевский муниципальный район,2008,3.0
1625000,Локтевский муниципальный район,2009,3.0
1625000,Локтевский муниципальный район,2010,3.0
1625000,Локтевский муниципальный район,2011,3.0
1625000,Локтевский муниципальный район,2012,2.0
1625000,Локтевский муниципальный район,2013,2.0
1625000,Локтевский муниципальный район,2014,2.0
1625000,Локтевский муниципальный район,2015,1.0
1625000,Локтевский муниципальный район,2016,1.0
1625101,город Горняк,2006,3.0
1625101,город Горняк,2007,3.0
1625101,город Горняк,2008,3.0
1625101,город Горняк,2009,3.0
1625101,город Горняк,2010,3.0
1625101,город Горняк,2011,3.0
1625101,город Горняк,2012,2.0
1625101,город Горняк,2013,2.0
1625101,город Горняк,2014,2.0
1625101,город Горняк,2015,1.0
1625101,город Горняк,2016,1.0
1626000,Мамонтовский муниципальный район,2006,4.0
1626000,Мамонтовский муниципальный район,2007,4.0
1626000,Мамонтовский муниципальный район,2008,4.0
1626000,Мамонтовский муниципальный район,2009,4.0
1626000,Мамонтовский муниципальный район,2010,4.0
1626000,Мамонтовский муниципальный район,2011,4.0
1626000,Мамонтовский муниципальный район,2012,4.0
1626000,Мамонтовский муниципальный район,2013,4.0
1626000,Мамонтовский муниципальный район,2014,4.0
1626000,Мамонтовский муниципальный район,2015,4.0
1626000,Мамонтовский муниципальный район,2016,4.0
1626449,Мамонтовский сельсовет,2006,4.0
1626449,Мамонтовский сельсовет,2007,4.0
1626449,Мамонтовский сельсовет,2008,4.0
1626449,Мамонтовский сельсовет,2009,4.0
1626449,Мамонтовский сельсовет,2010,4.0
1626449,Мамонтовский сельсовет,2011,4.0
1626449,Мамонтовский сельсовет,2012,4.0
1626449,Мамонтовский сельсовет,2013,4.0
1626449,Мамонтовский сельсовет,2014,4.0
1626449,Мамонтовский сельсовет,2015,4.0
1626449,Мамонтовский сельсовет,2016,4.0
1627000,Михайловский муниципальный район,2006,1.0
1627000,Михайловский муниципальный район,2007,1.0
1627000,Михайловский муниципальный район,2008,1.0
1627000,Михайловский муниципальный район,2009,1.0
1627000,Михайловский муниципальный район,2010,1.0
1627000,Михайловский муниципальный район,2011,1.0
1627000,Михайловский муниципальный район,2012,1.0
1627000,Михайловский муниципальный район,2013,1.0
1627000,Михайловский муниципальный район,2014,1.0
1627000,Михайловский муниципальный район,2015,1.0
1627000,Михайловский муниципальный район,2016,1.0
1627416,Михайловский сельсовет,2006,1.0
1627416,Михайловский сельсовет,2007,1.0
1627416,Михайловский сельсовет,2008,1.0
1627416,Михайловский сельсовет,2009,1.0
1627416,Михайловский сельсовет,2010,1.0
1627416,Михайловский сельсовет,2011,1.0
1627416,Михайловский сельсовет,2012,1.0
1627416,Михайловский сельсовет,2013,1.0
1627416,Михайловский сельсовет,2014,1.0
1627416,Михайловский сельсовет,2015,1.0
1627416,Михайловский сельсовет,2016,1.0
1628000,Новичихинский муниципальный район,2006,1.0
1628000,Новичихинский муниципальный район,2007,1.0
1628000,Новичихинский муниципальный район,2008,1.0
1628000,Новичихинский муниципальный район,2009,1.0
1628000,Новичихинский муниципальный район,2010,1.0
1628000,Новичихинский муниципальный район,2011,1.0
1628000,Новичихинский муниципальный район,2012,1.0
1628000,Новичихинский муниципальный район,2013,1.0
