oktmo,name,year,socialaidcenters
1603000,Баевский муниципальный район,2006,1.0
1603000,Баевский муниципальный район,2007,1.0
1603000,Баевский муниципальный район,2008,1.0
1603000,Баевский муниципальный район,2009,1.0
1603000,Баевский муниципальный район,2010,1.0
1603000,Баевский муниципальный район,2011,1.0
1603000,Баевский муниципальный район,2012,1.0
1603000,Баевский муниципальный район,2013,1.0
1603000,Баевский муниципальный район,2014,1.0
1603407,Баевский сельсовет,2006,1.0
1603407,Баевский сельсовет,2007,1.0
1603407,Баевский сельсовет,2008,1.0
1603407,Баевский сельсовет,2009,1.0
1603407,Баевский сельсовет,2010,1.0
1603407,Баевский сельсовет,2011,1.0
1603407,Баевский сельсовет,2012,1.0
1603407,Баевский сельсовет,2013,1.0
1603407,Баевский сельсовет,2014,1.0
1604000,Бийский муниципальный район,2006,1.0
1604000,Бийский муниципальный район,2007,1.0
1604000,Бийский муниципальный район,2008,1.0
1604000,Бийский муниципальный район,2009,1.0
1604000,Бийский муниципальный район,2010,1.0
1604000,Бийский муниципальный район,2011,1.0
1604000,Бийский муниципальный район,2012,1.0
1604464,Новиковский сельсовет,2006,1.0
1604464,Новиковский сельсовет,2007,1.0
1604464,Новиковский сельсовет,2008,1.0
1604464,Новиковский сельсовет,2009,1.0
1604464,Новиковский сельсовет,2010,1.0
1604464,Новиковский сельсовет,2011,1.0
1604464,Новиковский сельсовет,2012,1.0
1605000,Благовещенский муниципальный район,2006,1.0
1605000,Благовещенский муниципальный район,2007,1.0
1605000,Благовещенский муниципальный район,2008,1.0
1605000,Благовещенский муниципальный район,2009,1.0
1605000,Благовещенский муниципальный район,2010,1.0
1605000,Благовещенский муниципальный район,2011,1.0
1605000,Благовещенский муниципальный район,2012,1.0
1605000,Благовещенский муниципальный район,2013,1.0
1605000,Благовещенский муниципальный район,2014,1.0
1605000,Благовещенский муниципальный район,2015,1.0
1605000,Благовещенский муниципальный район,2016,1.0
1605151,Благовещенский поссовет,2006,1.0
1605151,Благовещенский поссовет,2007,1.0
1605151,Благовещенский поссовет,2008,1.0
1605151,Благовещенский поссовет,2009,1.0
1605151,Благовещенский поссовет,2010,1.0
1605151,Благовещенский поссовет,2011,1.0
1605151,Благовещенский поссовет,2012,1.0
1605151,Благовещенский поссовет,2013,1.0
1605151,Благовещенский поссовет,2014,1.0
1605151,Благовещенский поссовет,2015,1.0
1605151,Благовещенский поссовет,2016,1.0
1606000,Бурлинский муниципальный район,2006,1.0
1606000,Бурлинский муниципальный район,2007,1.0
1606000,Бурлинский муниципальный район,2008,1.0
1606000,Бурлинский муниципальный район,2009,1.0
1606000,Бурлинский муниципальный район,2010,1.0
1606000,Бурлинский муниципальный район,2011,1.0
1606000,Бурлинский муниципальный район,2012,1.0
1606000,Бурлинский муниципальный район,2013,1.0
1606411,Бурлинский сельсовет,2006,1.0
1606411,Бурлинский сельсовет,2007,1.0
1606411,Бурлинский сельсовет,2008,1.0
1606411,Бурлинский сельсовет,2009,1.0
1606411,Бурлинский сельсовет,2010,1.0
1606411,Бурлинский сельсовет,2011,1.0
1606411,Бурлинский сельсовет,2012,1.0
1606411,Бурлинский сельсовет,2013,1.0
1607000,Быстроистокский муниципальный район,2008,1.0
1607000,Быстроистокский муниципальный район,2009,1.0
1607000,Быстроистокский муниципальный район,2010,1.0
1607000,Быстроистокский муниципальный район,2011,1.0
1607000,Быстроистокский муниципальный район,2012,1.0
1607000,Быстроистокский муниципальный район,2013,1.0
1607000,Быстроистокский муниципальный район,2014,1.0
1607000,Быстроистокский муниципальный район,2015,1.0
1607000,Быстроистокский муниципальный район,2016,1.0
1607405,Быстроистокский сельсовет,2007,1.0
1607405,Быстроистокский сельсовет,2008,1.0
1607405,Быстроистокский сельсовет,2009,1.0
1607405,Быстроистокский сельсовет,2010,1.0
1607405,Быстроистокский сельсовет,2011,1.0
1607405,Быстроистокский сельсовет,2012,1.0
1607405,Быстроистокский сельсовет,2013,1.0
1607405,Быстроистокский сельсовет,2014,1.0
1607405,Быстроистокский сельсовет,2015,1.0
1607405,Быстроистокский сельсовет,2016,1.0
1608000,Волчихинский муниципальный район,2006,1.0
1608000,Волчихинский муниципальный район,2011,1.0
1608000,Волчихинский муниципальный район,2012,1.0
1608000,Волчихинский муниципальный район,2013,1.0
1608000,Волчихинский муниципальный район,2014,1.0
1608421,Волчихинский сельсовет,2006,1.0
1608421,Волчихинский сельсовет,2011,1.0
1608421,Волчихинский сельсовет,2012,1.0
1608421,Волчихинский сельсовет,2013,1.0
1608421,Волчихинский сельсовет,2014,1.0
1610000,Ельцовский муниципальный район,2006,1.0
1610000,Ельцовский муниципальный район,2007,1.0
1610000,Ельцовский муниципальный район,2008,1.0
1610000,Ельцовский муниципальный район,2009,1.0
1610000,Ельцовский муниципальный район,2010,1.0
1610000,Ельцовский муниципальный район,2011,1.0
1610000,Ельцовский муниципальный район,2012,1.0
1610000,Ельцовский муниципальный район,2013,1.0
1610000,Ельцовский муниципальный район,2014,1.0
1610422,Ельцовский сельсовет,2006,1.0
1610422,Ельцовский сельсовет,2007,1.0
1610422,Ельцовский сельсовет,2008,1.0
1610422,Ельцовский сельсовет,2009,1.0
1610422,Ельцовский сельсовет,2010,1.0
1610422,Ельцовский сельсовет,2011,1.0
1610422,Ельцовский сельсовет,2012,1.0
1610422,Ельцовский сельсовет,2013,1.0
1610422,Ельцовский сельсовет,2014,1.0
1611000,Завьяловский муниципальный район,2006,1.0
1611000,Завьяловский муниципальный район,2007,1.0
1611000,Завьяловский муниципальный район,2008,1.0
1611000,Завьяловский муниципальный район,2009,1.0
1611000,Завьяловский муниципальный район,2010,1.0
1611000,Завьяловский муниципальный район,2011,1.0
1611000,Завьяловский муниципальный район,2012,1.0
1611000,Завьяловский муниципальный район,2013,1.0
1611000,Завьяловский муниципальный район,2014,1.0
1611434,Завьяловский сельсовет,2006,1.0
1611434,Завьяловский сельсовет,2007,1.0
1611434,Завьяловский сельсовет,2008,1.0
1611434,Завьяловский сельсовет,2009,1.0
1611434,Завьяловский сельсовет,2010,1.0
1611434,Завьяловский сельсовет,2011,1.0
1611434,Завьяловский сельсовет,2012,1.0
1611434,Завьяловский сельсовет,2013,1.0
1611434,Завьяловский сельсовет,2014,1.0
1612000,Залесовский муниципальный район,2006,1.0
1612000,Залесовский муниципальный район,2008,1.0
1612000,Залесовский муниципальный район,2009,1.0
1612000,Залесовский муниципальный район,2010,1.0
1612000,Залесовский муниципальный район,2011,1.0
1612000,Залесовский муниципальный район,2012,1.0
1612000,Залесовский муниципальный район,2013,1.0
1612000,Залесовский муниципальный район,2014,1.0
1612426,Залесовский сельсовет,2008,1.0
1612426,Залесовский сельсовет,2009,1.0
1612426,Залесовский сельсовет,2010,1.0
1612426,Залесовский сельсовет,2011,1.0
1612426,Залесовский сельсовет,2012,1.0
1612426,Залесовский сельсовет,2013,1.0
1612426,Залесовский сельсовет,2014,1.0
1614000,Змеиногорский муниципальный район,2006,1.0
1614000,Змеиногорский муниципальный район,2007,1.0
1614000,Змеиногорский муниципальный район,2008,1.0
1614000,Змеиногорский муниципальный район,2009,2.0
1614000,Змеиногорский муниципальный район,2010,2.0
1614000,Змеиногорский муниципальный район,2011,1.0
1614000,Змеиногорский муниципальный район,2012,1.0
1614000,Змеиногорский муниципальный район,2013,1.0
1614000,Змеиногорский муниципальный район,2014,1.0
1614101,город Змеиногорск,2009,1.0
1614101,город Змеиногорск,2010,1.0
1614101,город Змеиногорск,2011,1.0
1614101,город Змеиногорск,2012,1.0
1614101,город Змеиногорск,2013,1.0
1614101,город Змеиногорск,2014,1.0
1614433,Карамышевский сельсовет,2006,1.0
1614433,Карамышевский сельсовет,2007,1.0
1614433,Карамышевский сельсовет,2008,1.0
1614433,Карамышевский сельсовет,2009,1.0
1614433,Карамышевский сельсовет,2010,1.0
1615000,Калманский муниципальный район,2006,1.0
1615000,Калманский муниципальный район,2008,1.0
1615000,Калманский муниципальный район,2011,1.0
1615000,Калманский муниципальный район,2012,1.0
1615000,Калманский муниципальный район,2013,1.0
1615000,Калманский муниципальный район,2014,1.0
1615409,Бурановский сельсовет,2008,1.0
1615409,Бурановский сельсовет,2011,1.0
1615409,Бурановский сельсовет,2012,1.0
1615409,Бурановский сельсовет,2013,1.0
1615409,Бурановский сельсовет,2014,1.0
1615427,Калманский сельсовет,2006,1.0
1615427,Калманский сельсовет,2008,0.0
1616000,Каменский муниципальный район,2006,1.0
1616000,Каменский муниципальный район,2016,1.0
1616101,г Камень-на-Оби,2016,1.0
1617000,Ключевский муниципальный район,2006,1.0
1617000,Ключевский муниципальный район,2007,1.0
1617000,Ключевский муниципальный район,2008,1.0
1617000,Ключевский муниципальный район,2009,1.0
1617000,Ключевский муниципальный район,2010,1.0
1617000,Ключевский муниципальный район,2011,1.0
1617000,Ключевский муниципальный район,2012,1.0
1617000,Ключевский муниципальный район,2013,1.0
1617000,Ключевский муниципальный район,2014,1.0
1617424,Ключевский сельсовет,2006,1.0
1617424,Ключевский сельсовет,2007,1.0
1617424,Ключевский сельсовет,2008,1.0
1617424,Ключевский сельсовет,2009,1.0
1617424,Ключевский сельсовет,2010,1.0
1617424,Ключевский сельсовет,2011,1.0
1617424,Ключевский сельсовет,2012,1.0
1617424,Ключевский сельсовет,2013,1.0
1617424,Ключевский сельсовет,2014,1.0
1618000,Косихинский муниципальный район,2006,1.0
1618000,Косихинский муниципальный район,2008,1.0
1618000,Косихинский муниципальный район,2009,1.0
1618000,Косихинский муниципальный район,2010,1.0
1618000,Косихинский муниципальный район,2011,1.0
1618000,Косихинский муниципальный район,2012,1.0
1618000,Косихинский муниципальный район,2013,1.0
1618000,Косихинский муниципальный район,2014,1.0
1618434,Косихинский сельсовет,2006,1.0
1618434,Косихинский сельсовет,2008,1.0
1618434,Косихинский сельсовет,2009,1.0
1618434,Косихинский сельсовет,2010,1.0
1618434,Косихинский сельсовет,2011,1.0
1618434,Косихинский сельсовет,2012,1.0
1618434,Косихинский сельсовет,2013,1.0
1618434,Косихинский сельсовет,2014,1.0
1619000,Красногорский муниципальный район,2006,1.0
1619000,Красногорский муниципальный район,2007,1.0
1619000,Красногорский муниципальный район,2008,1.0
1619000,Красногорский муниципальный район,2009,1.0
1619000,Красногорский муниципальный район,2010,1.0
1619000,Красногорский муниципальный район,2011,1.0
1619000,Красногорский муниципальный район,2012,1.0
1619000,Красногорский муниципальный район,2013,1.0
1619000,Красногорский муниципальный район,2014,1.0
1619423,Красногорский сельсовет,2006,1.0
1619423,Красногорский сельсовет,2007,1.0
1619423,Красногорский сельсовет,2008,1.0
1619423,Красногорский сельсовет,2009,1.0
1619423,Красногорский сельсовет,2010,1.0
1619423,Красногорский сельсовет,2011,1.0
1619423,Красногорский сельсовет,2012,1.0
1619423,Красногорский сельсовет,2013,1.0
1619423,Красногорский сельсовет,2014,1.0
1620000,Краснощёковский муниципальный район,2006,1.0
1620000,Краснощёковский муниципальный район,2007,1.0
1620000,Краснощёковский муниципальный район,2008,1.0
1620000,Краснощёковский муниципальный район,2009,1.0
1620000,Краснощёковский муниципальный район,2010,1.0
1620000,Краснощёковский муниципальный район,2011,1.0
1620000,Краснощёковский муниципальный район,2012,1.0
1620000,Краснощёковский муниципальный район,2013,1.0
1620000,Краснощёковский муниципальный район,2014,1.0
1620000,Краснощёковский муниципальный район,2016,1.0
1620430,Краснощёковский сельсовет,2006,1.0
1620430,Краснощёковский сельсовет,2007,1.0
1620430,Краснощёковский сельсовет,2008,1.0
1620430,Краснощёковский сельсовет,2009,1.0
1620430,Краснощёковский сельсовет,2010,1.0
1620430,Краснощёковский сельсовет,2011,1.0
1620430,Краснощёковский сельсовет,2012,1.0
1620430,Краснощёковский сельсовет,2013,1.0
1620430,Краснощёковский сельсовет,2014,1.0
1620430,Краснощёковский сельсовет,2016,1.0
1621000,Крутихинский муниципальный район,2013,1.0
1621000,Крутихинский муниципальный район,2014,1.0
1621430,Крутихинский сельсовет,2013,1.0
1621430,Крутихинский сельсовет,2014,1.0
1622000,Кулундинский муниципальный район,2007,1.0
1622000,Кулундинский муниципальный район,2008,1.0
1622000,Кулундинский муниципальный район,2009,1.0
1622000,Кулундинский муниципальный район,2010,1.0
1622000,Кулундинский муниципальный район,2011,1.0
1622000,Кулундинский муниципальный район,2012,1.0
1622000,Кулундинский муниципальный район,2013,1.0
1622000,Кулундинский муниципальный район,2014,1.0
1622460,Кулундинский сельсовет,2007,1.0
1622460,Кулундинский сельсовет,2008,1.0
1622460,Кулундинский сельсовет,2009,1.0
1622460,Кулундинский сельсовет,2010,1.0
1622460,Кулундинский сельсовет,2011,1.0
1622460,Кулундинский сельсовет,2012,1.0
1622460,Кулундинский сельсовет,2013,1.0
1622460,Кулундинский сельсовет,2014,1.0
1623000,Курьинский муниципальный район,2006,1.0
1623000,Курьинский муниципальный район,2008,1.0
1623000,Курьинский муниципальный район,2009,1.0
1623000,Курьинский муниципальный район,2010,1.0
1623000,Курьинский муниципальный район,2011,1.0
1623000,Курьинский муниципальный район,2012,1.0
1623000,Курьинский муниципальный район,2013,1.0
1623000,Курьинский муниципальный район,2014,1.0
1623466,Курьинский сельсовет,2006,1.0
1623466,Курьинский сельсовет,2008,1.0
1623466,Курьинский сельсовет,2009,1.0
1623466,Курьинский сельсовет,2010,1.0
1623466,Курьинский сельсовет,2011,1.0
1623466,Курьинский сельсовет,2012,1.0
1623466,Курьинский сельсовет,2013,1.0
1623466,Курьинский сельсовет,2014,1.0
1625000,Локтевский муниципальный район,2006,1.0
1625000,Локтевский муниципальный район,2007,1.0
1625000,Локтевский муниципальный район,2008,1.0
1625000,Локтевский муниципальный район,2009,1.0
1625000,Локтевский муниципальный район,2010,1.0
1625000,Локтевский муниципальный район,2011,1.0
1625000,Локтевский муниципальный район,2012,1.0
1625000,Локтевский муниципальный район,2013,1.0
1625000,Локтевский муниципальный район,2014,1.0
1625000,Локтевский муниципальный район,2015,1.0
1625000,Локтевский муниципальный район,2016,1.0
1625101,город Горняк,2006,1.0
1625101,город Горняк,2007,1.0
1625101,город Горняк,2008,1.0
1625101,город Горняк,2009,1.0
1625101,город Горняк,2010,1.0
1625101,город Горняк,2011,1.0
1625101,город Горняк,2012,1.0
1625101,город Горняк,2013,1.0
1625101,город Горняк,2014,1.0
1625101,город Горняк,2015,1.0
1625101,город Горняк,2016,1.0
1626000,Мамонтовский муниципальный район,2006,1.0
1626000,Мамонтовский муниципальный район,2007,1.0
1626000,Мамонтовский муниципальный район,2008,1.0
1626000,Мамонтовский муниципальный район,2009,1.0
1626000,Мамонтовский муниципальный район,2010,1.0
1626000,Мамонтовский муниципальный район,2011,1.0
1626000,Мамонтовский муниципальный район,2012,1.0
1626000,Мамонтовский муниципальный район,2013,1.0
1626000,Мамонтовский муниципальный район,2014,1.0
1626000,Мамонтовский муниципальный район,2015,1.0
1626000,Мамонтовский муниципальный район,2016,1.0
1626449,Мамонтовский сельсовет,2006,1.0
1626449,Мамонтовский сельсовет,2007,1.0
1626449,Мамонтовский сельсовет,2008,1.0
1626449,Мамонтовский сельсовет,2009,1.0
1626449,Мамонтовский сельсовет,2010,1.0
1626449,Мамонтовский сельсовет,2011,1.0
1626449,Мамонтовский сельсовет,2012,1.0
1626449,Мамонтовский сельсовет,2013,1.0
1626449,Мамонтовский сельсовет,2014,1.0
1626449,Мамонтовский сельсовет,2015,1.0
1626449,Мамонтовский сельсовет,2016,1.0
1627000,Михайловский муниципальный район,2006,1.0
1627000,Михайловский муниципальный район,2007,1.0
1627000,Михайловский муниципальный район,2008,1.0
1627000,Михайловский муниципальный район,2009,1.0
1627000,Михайловский муниципальный район,2010,1.0
1627000,Михайловский муниципальный район,2011,1.0
1627000,Михайловский муниципальный район,2012,1.0
1627000,Михайловский муниципальный район,2013,1.0
1627000,Михайловский муниципальный район,2014,1.0
1627000,Михайловский муниципальный район,2015,1.0
1627000,Михайловский муниципальный район,2016,1.0
1627416,Михайловский сельсовет,2006,1.0
1627416,Михайловский сельсовет,2007,1.0
1627416,Михайловский сельсовет,2008,1.0
1627416,Михайловский сельсовет,2009,1.0
1627416,Михайловский сельсовет,2010,1.0
1627416,Михайловский сельсовет,2011,1.0
1627416,Михайловский сельсовет,2012,1.0
1627416,Михайловский сельсовет,2013,1.0
1627416,Михайловский сельсовет,2014,1.0
1627416,Михайловский сельсовет,2015,1.0
1627416,Михайловский сельсовет,2016,1.0
1629000,Зональный муниципальный район,2006,1.0
1629000,Зональный муниципальный район,2008,1.0
1629000,Зональный муниципальный район,2009,1.0
1629000,Зональный муниципальный район,2010,1.0
1629000,Зональный муниципальный район,2011,1.0
1629000,Зональный муниципальный район,2012,1.0
1629000,Зональный муниципальный район,2013,1.0
1629000,Зональный муниципальный район,2014,1.0
1629426,Зональный сельсовет,2006,1.0
1629426,Зональный сельсовет,2008,1.0
1629426,Зональный сельсовет,2009,1.0
1629426,Зональный сельсовет,2010,1.0
1629426,Зональный сельсовет,2011,1.0
1629426,Зональный сельсовет,2012,1.0
1629426,Зональный сельсовет,2013,1.0
1629426,Зональный сельсовет,2014,1.0
1630000,Павловский муниципальный район,2006,1.0
1630000,Павловский муниципальный район,2007,1.0
1630000,Павловский муниципальный район,2008,1.0
1630000,Павловский муниципальный район,2009,1.0
1630000,Павловский муниципальный район,2010,1.0
1630000,Павловский муниципальный район,2012,1.0
1630000,Павловский муниципальный район,2013,1.0
1630000,Павловский муниципальный район,2014,1.0
1630000,Павловский муниципальный район,2015,1.0
1630000,Павловский муниципальный район,2016,1.0
1630460,Павловский сельсовет,2006,1.0
1630460,Павловский сельсовет,2007,1.0
1630460,Павловский сельсовет,2008,1.0
1630460,Павловский сельсовет,2009,1.0
1630460,Павловский сельсовет,2010,1.0
1630460,Павловский сельсовет,2012,1.0
1630460,Павловский сельсовет,2013,1.0
1630460,Павловский сельсовет,2014,1.0
1630460,Павловский сельсовет,2015,1.0
1630460,Павловский сельсовет,2016,1.0
1631000,Панкрушихинский муниципальный район,2006,1.0
1631000,Панкрушихинский муниципальный район,2007,1.0
1631000,Панкрушихинский муниципальный район,2008,1.0
1631000,Панкрушихинский муниципальный район,2009,1.0
1631000,Панкрушихинский муниципальный район,2010,1.0
1631000,Панкрушихинский муниципальный район,2011,1.0
1631000,Панкрушихинский муниципальный район,2012,1.0
1631000,Панкрушихинский муниципальный район,2013,1.0
1631000,Панкрушихинский муниципальный район,2014,1.0
1631456,Панкрушихинский сельсовет,2006,1.0
1631456,Панкрушихинский сельсовет,2007,1.0
1631456,Панкрушихинский сельсовет,2008,1.0
1631456,Панкрушихинский сельсовет,2009,1.0
1631456,Панкрушихинский сельсовет,2010,1.0
1631456,Панкрушихинский сельсовет,2011,1.0
1631456,Панкрушихинский сельсовет,2012,1.0
1631456,Панкрушихинский сельсовет,2013,1.0
1631456,Панкрушихинский сельсовет,2014,1.0
1632000,Первомайский муниципальный район,2006,1.0
1632000,Первомайский муниципальный район,2007,1.0
1632000,Первомайский муниципальный район,2008,1.0
1632000,Первомайский муниципальный район,2009,1.0
1633000,Петропавловский муниципальный район,2013,1.0
1633000,Петропавловский муниципальный район,2014,1.0
1633457,Петропавловский сельсовет,2013,1.0
1633457,Петропавловский сельсовет,2014,1.0
1634000,Поспелихинский муниципальный район,2008,1.0
1634000,Поспелихинский муниципальный район,2011,1.0
1634000,Поспелихинский муниципальный район,2012,1.0
1634000,Поспелихинский муниципальный район,2013,1.0
1634495,Поспелихинский Центральный сельсовет,2006,1.0
1634495,Поспелихинский Центральный сельсовет,2008,1.0
1634495,Поспелихинский Центральный сельсовет,2011,1.0
1634495,Поспелихинский Центральный сельсовет,2012,1.0
1634495,Поспелихинский Центральный сельсовет,2013,1.0
1635000,Ребрихинский муниципальный район,2006,1.0
1635000,Ребрихинский муниципальный район,2007,1.0
1635000,Ребрихинский муниципальный район,2008,1.0
1635000,Ребрихинский муниципальный район,2009,1.0
1635000,Ребрихинский муниципальный район,2010,1.0
1635000,Ребрихинский муниципальный район,2011,1.0
1635000,Ребрихинский муниципальный район,2012,1.0
1635000,Ребрихинский муниципальный район,2013,1.0
1635000,Ребрихинский муниципальный район,2014,1.0
1635464,Ребрихинский сельсовет,2006,1.0
1635464,Ребрихинский сельсовет,2007,1.0
1635464,Ребрихинский сельсовет,2008,1.0
1635464,Ребрихинский сельсовет,2009,1.0
1635464,Ребрихинский сельсовет,2010,1.0
1635464,Ребрихинский сельсовет,2011,1.0
1635464,Ребрихинский сельсовет,2012,1.0
1635464,Ребрихинский сельсовет,2013,1.0
1635464,Ребрихинский сельсовет,2014,1.0
1636000,Родинский муниципальный район,2006,1.0
1636000,Родинский муниципальный район,2007,1.0
1636000,Родинский муниципальный район,2008,1.0
1636000,Родинский муниципальный район,2009,1.0
1636000,Родинский муниципальный район,2010,1.0
1636000,Родинский муниципальный район,2011,1.0
1636000,Родинский муниципальный район,2012,1.0
1636000,Родинский муниципальный район,2013,1.0
1636000,Родинский муниципальный район,2014,1.0
1636000,Родинский муниципальный район,2015,1.0
1636000,Родинский муниципальный район,2016,1.0
1636456,Родинский сельсовет,2006,1.0
1636456,Родинский сельсовет,2007,1.0
1636456,Родинский сельсовет,2008,1.0
1636456,Родинский сельсовет,2009,1.0
1636456,Родинский сельсовет,2010,1.0
1636456,Родинский сельсовет,2011,1.0
1636456,Родинский сельсовет,2012,1.0
1636456,Родинский сельсовет,2013,1.0
1636456,Родинский сельсовет,2014,1.0
1636456,Родинский сельсовет,2015,1.0
1636456,Родинский сельсовет,2016,1.0
1638000,Рубцовский муниципальный район,2006,1.0
1638000,Рубцовский муниципальный район,2007,1.0
1638000,Рубцовский муниципальный район,2008,1.0
1638000,Рубцовский муниципальный район,2009,1.0
1638000,Рубцовский муниципальный район,2010,1.0
1638000,Рубцовский муниципальный район,2011,1.0
1638000,Рубцовский муниципальный район,2012,1.0
1638000,Рубцовский муниципальный район,2013,1.0
1638000,Рубцовский муниципальный район,2014,1.0
1638418,Веселоярский сельсовет,2006,1.0
1638418,Веселоярский сельсовет,2007,1.0
1638418,Веселоярский сельсовет,2008,1.0
1638418,Веселоярский сельсовет,2009,1.0
1638418,Веселоярский сельсовет,2010,1.0
1638418,Веселоярский сельсовет,2011,1.0
1638418,Веселоярский сельсовет,2012,1.0
1638418,Веселоярский сельсовет,2013,1.0
1638418,Веселоярский сельсовет,2014,1.0
1640000,Смоленский муниципальный район,2006,1.0
1640000,Смоленский муниципальный район,2007,1.0
1640000,Смоленский муниципальный район,2008,1.0
1640000,Смоленский муниципальный район,2009,1.0
1640000,Смоленский муниципальный район,2010,1.0
1640000,Смоленский муниципальный район,2011,1.0
1640000,Смоленский муниципальный район,2012,1.0
1640000,Смоленский муниципальный район,2013,1.0
1640000,Смоленский муниципальный район,2014,1.0
1640000,Смоленский муниципальный район,2015,1.0
1640000,Смоленский муниципальный район,2016,1.0
1640456,Смоленский сельсовет,2006,1.0
1640456,Смоленский сельсовет,2007,1.0
1640456,Смоленский сельсовет,2008,1.0
1640456,Смоленский сельсовет,2009,1.0
1640456,Смоленский сельсовет,2010,1.0
1640456,Смоленский сельсовет,2011,1.0
1640456,Смоленский сельсовет,2012,1.0
1640456,Смоленский сельсовет,2013,1.0
1640456,Смоленский сельсовет,2014,1.0
1640456,Смоленский сельсовет,2015,1.0
1640456,Смоленский сельсовет,2016,1.0
1641000,Суетский муниципальный район,2006,1.0
1641000,Суетский муниципальный район,2007,1.0
1641000,Суетский муниципальный район,2008,1.0
1641000,Суетский муниципальный район,2009,1.0
1641000,Суетский муниципальный район,2010,1.0
1641000,Суетский муниципальный район,2011,1.0
1641000,Суетский муниципальный район,2012,1.0
1641000,Суетский муниципальный район,2013,1.0
1641000,Суетский муниципальный район,2014,1.0
1641000,Суетский муниципальный район,2015,1.0
1641413,Верх-Суетский сельсовет,2006,1.0
1641413,Верх-Суетский сельсовет,2007,1.0
1641413,Верх-Суетский сельсовет,2008,1.0
1641413,Верх-Суетский сельсовет,2009,1.0
1641413,Верх-Суетский сельсовет,2010,1.0
1641413,Верх-Суетский сельсовет,2011,1.0
1641413,Верх-Суетский сельсовет,2012,1.0
1641413,Верх-Суетский сельсовет,2013,1.0
1641413,Верх-Суетский сельсовет,2014,1.0
1641413,Верх-Суетский сельсовет,2015,1.0
1642000,Советский муниципальный район,2006,1.0
1642000,Советский муниципальный район,2007,1.0
1642000,Советский муниципальный район,2008,1.0
1642000,Советский муниципальный район,2009,1.0
1642000,Советский муниципальный район,2010,1.0
1642000,Советский муниципальный район,2011,1.0
1642000,Советский муниципальный район,2012,1.0
1642000,Советский муниципальный район,2013,1.0
1642000,Советский муниципальный район,2014,1.0
1642000,Советский муниципальный район,2015,1.0
1642000,Советский муниципальный район,2016,1.0
1642452,Советский сельсовет,2006,1.0
1642452,Советский сельсовет,2007,1.0
1642452,Советский сельсовет,2008,1.0
1642452,Советский сельсовет,2009,1.0
1642452,Советский сельсовет,2010,1.0
1642452,Советский сельсовет,2011,1.0
1642452,Советский сельсовет,2012,1.0
1642452,Советский сельсовет,2013,1.0
1642452,Советский сельсовет,2014,1.0
1642452,Советский сельсовет,2015,1.0
1642452,Советский сельсовет,2016,1.0
1643000,Солонешенский муниципальный район,2006,1.0
1643000,Солонешенский муниципальный район,2007,1.0
1643000,Солонешенский муниципальный район,2008,1.0
1643000,Солонешенский муниципальный район,2009,1.0
1643000,Солонешенский муниципальный район,2010,1.0
1643000,Солонешенский муниципальный район,2011,1.0
1643000,Солонешенский муниципальный район,2012,1.0
1643000,Солонешенский муниципальный район,2013,1.0
1643000,Солонешенский муниципальный район,2014,1.0
1643450,Солонешенский сельсовет,2006,1.0
1643450,Солонешенский сельсовет,2007,1.0
1643450,Солонешенский сельсовет,2008,1.0
1643450,Солонешенский сельсовет,2009,1.0
1643450,Солонешенский сельсовет,2010,1.0
1643450,Солонешенский сельсовет,2011,1.0
1643450,Солонешенский сельсовет,2012,1.0
1643450,Солонешенский сельсовет,2013,1.0
1643450,Солонешенский сельсовет,2014,1.0
1644000,Солтонский муниципальный район,2006,1.0
1644000,Солтонский муниципальный район,2007,1.0
1644000,Солтонский муниципальный район,2008,1.0
1644000,Солтонский муниципальный район,2009,1.0
1644000,Солтонский муниципальный район,2010,1.0
1644000,Солтонский муниципальный район,2011,1.0
1644000,Солтонский муниципальный район,2012,1.0
1644000,Солтонский муниципальный район,2013,1.0
1644000,Солтонский муниципальный район,2014,1.0
1644481,Солтонский сельсовет,2006,1.0
1644481,Солтонский сельсовет,2007,1.0
1644481,Солтонский сельсовет,2008,1.0
1644481,Солтонский сельсовет,2009,1.0
1644481,Солтонский сельсовет,2010,1.0
1644481,Солтонский сельсовет,2011,1.0
1644481,Солтонский сельсовет,2012,1.0
1644481,Солтонский сельсовет,2013,1.0
1644481,Солтонский сельсовет,2014,1.0
1645000,Шелаболихинский муниципальный район,2011,0.0
1646000,Табунский муниципальный район,2006,1.0
1646000,Табунский муниципальный район,2007,1.0
1646000,Табунский муниципальный район,2008,1.0
1646000,Табунский муниципальный район,2009,1.0
1646000,Табунский муниципальный район,2011,1.0
1646000,Табунский муниципальный район,2012,1.0
1646000,Табунский муниципальный район,2013,1.0
1646000,Табунский муниципальный район,2014,1.0
1646466,Табунский сельсовет,2006,1.0
1646466,Табунский сельсовет,2007,1.0
1646466,Табунский сельсовет,2008,1.0
1646466,Табунский сельсовет,2009,1.0
1646466,Табунский сельсовет,2011,1.0
1646466,Табунский сельсовет,2012,1.0
1646466,Табунский сельсовет,2013,1.0
1646466,Табунский сельсовет,2014,1.0
1647000,Тальменский муниципальный район,2006,1.0
1647000,Тальменский муниципальный район,2007,1.0
1647000,Тальменский муниципальный район,2008,1.0
1647000,Тальменский муниципальный район,2009,1.0
1647000,Тальменский муниципальный район,2010,1.0
1647000,Тальменский муниципальный район,2011,1.0
